Title,Sentence,clean_sentence
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"The payment came from Aryam Investment, a Tahnoon-backed company.",The payment came Aryam Investment Tahnoon-backed company
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"A White House official said the president was “not involved in running his businesses and has turned them over to his children, so these business endeavors do not involve him”.",White House official said president involved running business turned child business endeavor involve
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"Claims that the president had breached the constitution’s federal emoluments clause, designed to safeguard against corruption, are “bogus and irrelevant”, the official argued.",Claims president breached constitution federal emolument clause designed safeguard corruption bogus irrelevant official argued
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"“Mere appearances of business deals with which he has no involvement plainly cannot violate the Emoluments clause.”  In a statement, the White House counsel, David Warrington, added: “President Trump performs his constitutional duties in an ethically sound manner and to suggest so otherwise is either ill-informed or malicious.”  Government ethics experts have long been alarmed over the way that Trump and his family structured his companies before he started his second term.",Mere appearance business deal involvement plainly violate Emoluments clause. statement White House counsel David Warrington added President Trump performs constitutional duty ethically sound manner suggest otherwise either ill-informed malicious. Government ethic expert long alarmed way Trump family structured company started second term
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"Typically, a president puts his assets into a blind trust overseen by an independent third party.",Typically president put asset blind trust overseen independent third party
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"But Trump handed over control to two of his sons, Donald Trump Jr and Eric Trump.",But Trump handed control two son Donald Trump Eric Trump
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"While it’s no different from how Trump structured his companies during his first term, Trump spent the years after he left the White House expanding his family business.",While different Trump structured company first term Trump spent year left White House expanding family business
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"Now Trump entities are dabbling in social media, streaming platforms, nuclear fusion, financial services and, through World Liberty, crypto.",Now Trump entity dabbling social medium streaming platform nuclear fusion financial service World Liberty crypto
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"“This is beyond unprecedented and unimaginable,” said Kedric Payne, general counsel and senior director of ethics at the Campaign Legal Center.",This beyond unprecedented unimaginable said Kedric Payne general counsel senior director ethic Campaign Legal Center
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"“I can’t think of any president in modern history who had an international business that could even get [him] into this type of predicament.”  While Trump claims to be staying out of his family business, the president met with Tahnoon multiple times after he re-entered the White House.",think president modern history international business could even get type predicament. While Trump claim staying family business president met Tahnoon multiple time re-entered White House
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"In March, Trump hosted a dinner at the White House for Tahnoon and an Emirati delegation.",March Trump hosted dinner White House Tahnoon Emirati delegation
